OWNER;NAME;CONTEXTS
veandco;go-sdl2;[["go-sdl", "sdl", "wrap", "go", "user", "enable", "interoperability", "go", "sdl", "library", "write", "c", "mean", "original", "sdl", "installation", "require", "work", "note", "first", "build", "may", "take", "several", "minute", "machine", "powerful_NEG", "raspberry_NEG", "pi_NEG"], ["create_NEG", "go_NEG", "module_NEG", "program_NEG", "make_NEG", "directory_NEG", "call_NEG", "example_NEG", "app_NEG", "run_NEG", "following_NEG", "command_NEG", "inside_NEG"], ["start", "write", "code", "use", "go-sdl", "example", "like", "following"], ["tell", "go", "fetch", "dependency", "run"], ["program", "build", "use"], ["complete", "example", "see", "run", "go", "file", "go", "run"], ["ubuntu", "type", "apt", "install", "libsdl", "image", "mixer", "ttf", "gfx", "dev"], ["fedora", "type", "dnf", "install", "sdl", "_image", "_mixer", "_ttf", "_gfx", "devel"], ["arch", "linux", "type", "pacman", "sdl", "_image", "_mixer", "_ttf", "_gfx"], ["gentoo", "type", "emerge", "av", "libsdl", "sdl", "image", "mixer", "ttf", "gfx"], ["macos", "install", "sdl", "via", "homebrew", "like", "brew", "install", "sdl", "_image", "_mixer", "_ttf", "_gfx", "pkg-config"], ["window", "install", "mingw-w", "mingw-builds", "version", "late", "time", "write", "architecture", "x86_64", "thread", "win", "exception", "seh", "build", "revision", "destination", "folder", "select", "folder", "window", "user", "download", "install", "sdl", "devel", "extract", "sdl", "folder", "archive", "use", "tool", "like", "7zip", "inside", "extracted", "sdl", "folder", "copy", "i686", "w64", "mingw", "x86_64", "w64", "mingw", "depend", "architecture", "choose", "mingw-w", "folder", "e", "g", "c", "program", "file", "mingw-w", "x86_64", "win", "seh-rt_v", "rev", "mingw", "setup", "path", "environment", "variable", "put", "mingw-w", "binary", "location", "system", "path", "environment", "variable", "e", "g", "c", "program", "file", "mingw-w", "x86_64", "win", "seh-rt_v", "rev", "mingw", "bin", "c", "program", "file", "mingw-w", "x86_64", "win", "seh-rt_v", "rev", "mingw", "x86_64", "w64", "mingw", "bin", "open", "terminal", "git", "bash", "run", "go", "get", "v", "github.com/veandco/go-sdl2/sdl", "optional", "repeat", "step", "sdl_image", "sdl_mixer", "sdl_ttf", "note", "pre-build", "library", "fast", "compilation", "run", "go", "install", "github.com/veandco/go-sdl2/", "sdl", "img", "mix", "ttf"], ["get", "binding", "type", "go", "get", "v", "github.com/veandco/go-sdl2/sdl\\", "go", "get", "v", "github.com/veandco/go-sdl2/img\\", "go", "get", "v", "github.com/veandco/go-sdl2/mix\\", "go", "get", "v", "github.com/veandco/go-sdl2/ttf\\", "go", "get", "v", "github.com/veandco/go-sdl2/gfx"], ["type", "use", "bash", "terminal", "go", "get", "v", "github.com/veandco/go-sdl2/", "sdl", "img", "mix", "ttf"], ["due", "go-sdl", "active", "development", "lot", "break", "change", "go", "happen", "v0", "x", "versioning", "system", "come", "go", "soon", "make", "use", "semantic", "versioning", "ensure", "stability", "future"], ["since", "v0", "possible", "build", "statically", "include", "library", "go-sdl", "libs", "build", "statically", "run"], ["cgo_enabled", "cc", "gcc", "goo", "linux", "goarch", "amd", "go", "build", "tag", "static", "ldflags", "w"], ["also", "cross-compile", "another", "example", "window"], ["cgo_enabled", "cc", "x86_64", "w64", "mingw", "gcc", "goo", "windows", "goarch", "amd", "go", "build", "tag", "static", "ldflags", "w"], ["window", "would", "like", "hide", "command", "prompt", "window", "run", "statically-compiled", "program", "could", "append", "h", "windowsgui", "ldflags", "value"], ["list", "architecture", "see", "inside", "go-sdl", "libs", "directory"], ["note", "use", "new", "go", "module", "system", "need", "refer", "master", "branch", "run"], ["go", "get", "v", "github.com/veandco/go-sdl2/sdl@master"], ["program", "run_NEG", "window_NEG", "try", "put", "runtime", "library", "e", "g", "sdl2.dll", "friend", "folder", "program"], ["program", "crash", "randomly", "hang", "put", "runtime.lockosthread", "start", "main", "usually", "solve", "problem", "see", "sdl", "faq", "multi-threading"], ["update", "recent", "update", "add", "call", "queue", "system", "put", "thread-sensitive", "code", "call", "synchronously", "os", "thread", "see", "render_queue", "render_goroutines", "example", "see", "work"], ["cannot", "sdl_mixer", "seem", "play", "mp3", "audio", "file", "installed", "sdl_mixer", "probably", "support_NEG", "mp3_NEG", "file_NEG"], ["macos", "easy", "correct", "first", "remove", "faulty", "mixer", "brew", "remove", "sdl", "2_mixer", "reinstall", "mp3", "option", "brew", "install", "sdl", "2_mixer", "with-flac", "with-fluid-synth", "with-libmikmod", "with-libmodplug", "with-smpeg", "necessary", "check", "option", "enable", "brew", "info", "sdl", "2_mixer", "could", "also", "try", "instal", "sdl", "2_mixer", "mpg", "run", "brew", "install", "sdl", "2_mixer", "with-mpg"], ["operate", "system", "need", "compile", "smpeg", "sdl_mixer", "source", "mp3", "option", "enable", "find", "smpeg", "external", "directory", "sdl_mixer", "refer", "issue", "#148", "instruction"], ["note", "seem", "problem", "sdl_mixer", "also", "try", "revert", "back", "see", "solve", "problem"], ["go-sdl", "support", "compile", "mobile", "platform", "like", "android", "io", "android", "see"], ["currently", "support_NEG", "io_NEG", "yet_NEG"], ["window", "immediately_NEG", "render_NEG", "creation_NEG", "appear", "render", "subsystem", "need", "time", "able", "present", "drawn", "pixel", "workaround", "add", "delay", "use", "sdl.delay", "put", "rendering", "code", "inside", "draw", "loop"]]
Versent;unicreds;[["unicreds", "command", "line", "tool", "manage", "secret", "within", "aws", "account", "aim", "keep", "securely", "store", "system", "data", "manage_NEG", "externally_NEG", "use", "dynamodb", "km", "store", "encrypt", "secret", "access", "key", "control", "use", "iam"], ["unicreds", "write", "go", "base", "credstash"], ["note", "also", "need", "assign", "permission", "user", "root", "account", "access", "use", "key", "see", "help", "protect", "sensitive", "data", "aws", "km", "assign", "credstash", "alias", "key", "use", "key", "id", "print", "create", "km", "key"], ["note", "really", "important", "tune", "dynamodb", "read", "write", "requirement", "use", "unicreds", "automation"], ["illustrate", "unicreds", "work", "make", "screen", "recording", "list", "put", "get", "delete"], ["unicreds", "support", "aws", "environment", "variable", "configuration", "aws", "credential", "aws", "config"], ["osx", "install", "unicreds", "use", "homebrew"], ["otherwise", "grab", "archive", "github", "release", "page"], ["use", "scant", "watch", "code", "run", "test", "save"], ["run", "unit", "test", "mock", "km", "dynamodb", "backend", "use", "make", "test"], ["integration", "test", "run", "use", "make", "integration", "must", "set", "aws_region", "default", "us-west", "unicreds_key_alias", "default", "alias", "unicreds", "unicreds_table_name", "default", "credential-store", "environment", "variable", "point", "valid", "aws", "resource"], ["use", "unicreds", "auto-versioning", "september", "unicreds", "bug", "credstash", "auto-versioning", "result", "sorting", "error", "ten", "version", "able", "run", "credstash-migrate-autoversion.py", "script", "include", "root", "credstash", "repository", "update", "version", "prior", "use", "late", "version", "unicreds"], ["possible", "use", "unicreds", "exec", "entrypoint", "load", "safely", "secret", "environment", "variable", "inside", "container", "aws", "ec"], ["iam", "role", "amazon", "ec", "task", "give", "necessary", "privilege", "container", "exploit", "unicreds"], ["code", "copyright", "c", "versent", "release", "mit", "license", "right", "explicitly_NEG", "grant_NEG", "mit_NEG", "license_NEG", "reserve_NEG", "see", "included", "license.md", "file", "detail"]]
vertica;vertica-sql-go;[["vertica-sql-go", "native", "go", "adapter", "vertica", "database"], ["please", "check", "release", "note", "learn", "late", "improvement"], ["vertica-sql-go", "test", "vertica", "go"]]
vesoft-inc;nebula-go;[["important", "code", "nebula", "go", "client", "transfer", "nebula-clients", "repository", "nebula-go", "new", "release", "future", "publish", "repository", "please", "update", "go.mod", "import", "correspondingly"], ["official", "nebula", "go", "client", "communicate", "server", "use", "fbthrift", "currently", "late", "stable", "release", "v3"], ["code", "master", "branch", "update", "accommodate", "nightly", "change", "make", "nebulagraph", "use", "console", "stable", "release", "nebulagraph", "please", "check", "branch", "use", "corresponding", "version"], ["client", "version", "nebula", "service", "version", "v1", "x", "x", "v2", "0.0-", "ga", "ga", "v2", "v2", "v3", "v3", "x", "x", "v3", "x", "x", "x", "v3", "x", "x", "x", "master", "x-nightly"], ["please", "careful", "modify_NEG", "file_NEG", "nebula_NEG", "directory_NEG", "code_NEG", "generate_NEG", "fbthrift_NEG"], ["note", "instal", "nebula", "go", "v2", "could", "cause", "checksum", "mismatch", "use", "v2", "instead"]]
viciious;go-tarantool;[["go-tarantool", "package", "everything", "necessary", "interfacing", "tarantool", "1.6+"], ["advantage", "integrate", "go", "tarantool", "application", "server", "plus", "dbms", "go", "programmer", "handle", "database", "response", "fast", "package", "accord", "public", "benchmark"]]
Virtomize;confluence-go-api;[["confluence", "rest", "api", "client", "implementation", "write", "golang"]]
vito;oci-build-task;[["concourse", "task", "build", "oci", "image", "currently", "use", "buildkit", "building"], ["stretch", "goal", "support", "run", "without", "privilege", "true", "though", "currently", "still", "require"]]
VladimirMarkelov;clui;[["command", "line", "user", "interface", "console", "ui", "inspire", "turbovision", "built-in", "theme", "support", "please", "see", "screenshots", "work", "example", "end", "readme"]]
vmware-tanzu;vm-operator-api;[["vm", "operator", "api", "repository", "deprecate", "relocate", "api", "package", "vm", "operator", "project", "please", "file", "new", "pull", "request", "issue", "etc", "new", "location", "thank"]]
Vonage;vonage-go-sdk;[["community-supported", "golang", "library", "vonage", "support", "apis", "still", "active", "development", "issue", "pull", "request", "input", "welcome", "package", "documentation", "available", "pkg.go"], ["already_NEG", "know_NEG", "vonage_NEG", "make", "telephony", "apis", "need", "make", "call", "check", "phone", "number", "send", "sm", "right", "place", "one_NEG", "yet_NEG", "sign_NEG", "vonage_NEG", "account_NEG", "get_NEG", "free_NEG", "credit_NEG", "get_NEG", "start_NEG"]]
vrischmann;envconfig;[["envconfig", "library", "allow", "parse", "configuration", "environment", "variable", "fill", "arbitrary", "struct"], ["see", "example", "understand", "use", "pretty", "simple"]]
vultr;govultr;[["official", "vultr", "go", "client", "govultr", "allow", "interact", "vultr", "v2", "api"], ["govultr", "v1", "interact", "vultr", "v1", "api", "v1", "branch"]]
wasmerio;wasmer-go;[["complete", "mature", "webassembly", "runtime", "go", "base", "wasmer"], ["documentation", "browse", "detailed", "api", "documentation", "full", "example"], ["example", "tutorial", "browse", "example", "directory", "best", "place", "complete", "introduction"], ["install", "library", "follow", "classical"], ["ready", "get", "fun"]]
webdevops;azure-devops-exporter;[["prometheus", "exporter", "azure", "devops", "vsts", "project", "build", "build", "time", "elapsed", "queue", "wait", "time", "agent", "pool", "utilization", "active", "pull", "request"]]
webdevops;azure-resourcemanager-exporter;[["prometheus", "exporter", "azure", "information"]]
whyrusleeping;hellabot;'[["one", "hella-awesome", "internet", "relay", "chat", "irc", "bot", "hellabot", "easily", "hackable", "event", "base", "irc", "bot", "framework", "ability", "update", "without", "lose", "connection", "server", "respond", "event", "simply", "create", "trigger", "struct", "contain", "two", "function", "one", "condition", "one", "action"], ["trigger", "make", "bot", "announce", "everyone", "something", "say", "current", "channel", "use", "code", "snippet", "make", "bot", "add", "trigger"], ["field", "message", "object", "trigger", "refer", "channel", "give", "message", "unless", "server", "message", "user", "user", "private", "message", "case", "field", "target", "user''s", "name"], ["example", "trigger", "check", "example", "directory"], ["message", "struct", "primarily", "deal", "build", "trigger", "read", "incoming", "channel", "mainly", "sorcix.message", "struct", "addition", "see"], ["hellabot", "able", "restart", "without", "drop", "connection", "server", "linux", "machine", "pass", "tcp", "connection", "unix", "domain", "socket", "allow", "update", "trigger", "addons", "without", "actually", "log", "bot", "irc", "avoid", "loss", "op", "status", "spamming", "channel", "constant", "join", "part", "message", "run", "program", "nick", "without", "kill", "first", "program", "different", "nick", "reuse_NEG", "bot_NEG", "instance_NEG", "first", "program", "shutdown", "new", "one", "take"], ["work_NEG", "ssl_NEG", "connection_NEG", "cannot_NEG", "hand_NEG", "ssl_NEG", "connection_NEG", "state_NEG"], ["hellabot", "support", "ssl", "sasl", "secure", "connection", "whichever", "server", "like", "enable", "ssl", "pass", "following", "option", "newbot", "function"], ["use", "sasl", "authenticate", "server"], ["note", "sasl", "require_NEG", "ssl_NEG", "use_NEG", "combination_NEG"], ["server", "require", "password", "initial", "registration", "simply", "set", "password", "field", "bot", "struct", "call", "start", "method"], ["hellabot", "use", "github.com/inconshreveable/log15", "logging", "see"], ["default", "discard", "log", "order", "see", "log", "give", "good", "handler", "example", "would", "show", "info", "level", "log", "log", "stdout"], ["note", "might", "revisit", "future"], ["need", "irc", "bot", "ask", "well", "go", "trouble", "compile", "list", "fun", "thing", "following", "thing", "hellabot", "currently", "use"], ["client", "protocol", "rfc", "sasl", "authentication", "documentation"], ["sorcix", "message", "parsing", "code"]]'
willf;bitset;[["go", "language", "library", "map", "non-negative", "integer", "boolean", "value"]]
WireGuard;wgctrl-go;[["package", "wgctrl", "enables", "control", "wireguard", "device", "multiple", "platform"], ["information", "wireguard", "please", "see"]]
wmnsk;go-gtp;[["package", "gtp", "provide", "simple", "painless", "handling", "gtp", "gprs", "tunnel", "protocol", "implement", "go", "programming", "language"]]
xalanq;cf-tool;[["codeforces", "tool", "command-line", "interface", "tool", "codeforces"], ["fast", "small", "cross-platform", "powerful"], ["installation", "usage", "faq"]]
xen0n;go-workwx;'[["work", "weixin", "k", "wechat", "work", "client", "sdk", "golang", "happen", "battle-tested", "pretty", "serious", "type"], ["production", "since", "late", "push", "kind", "notification", "alert", "least", "qiniu''s", "internal", "system"]]'
xfrr;goffmpeg;[["ffmpeg", "wrapper", "write", "go", "allow", "obtain", "progress"]]
xhit;go-simple-mail;[["best", "way", "send", "email", "go", "smtp", "keep", "alive", "timeout", "connect", "send"], ["example", "readme", "v2", "example", "old", "version", "find"], ["go", "1.13+", "require"], ["break", "change", "signature", "setbody", "addalternative", "use", "accept", "string", "text", "html", "text", "plain", "require_NEG", "contenttype_NEG", "constant_NEG", "texthtml_NEG", "textplain_NEG", "upgrading", "quite_NEG", "follow_NEG", "semantic_NEG", "versioning_NEG", "quite_NEG", "simple_NEG"], ["go", "simple", "mail", "simple", "efficient", "package", "send", "email", "well", "test", "document"], ["go", "simple", "mail", "send", "email", "use", "smtp", "server", "api", "flexible", "easy", "implement", "method", "send", "email", "use", "local", "postfix", "api", "etc"], ["package", "contain", "base", "two", "package", "joe", "grasse"], ["lot", "change", "go", "simple", "mail", "send", "response_NEG"]]
xyproto;simpleredis;[["easy", "way", "use", "redis", "go"]]
ybbus;jsonrpc;[["go", "implementation", "rpc", "client", "use", "json", "data", "format", "http", "implementation", "base", "json-rpc", "specification"], ["support", "request", "arbitrary", "parameter", "convenient", "response", "retrieval", "batch", "request", "custom", "http", "client", "e", "g", "proxy", "tls", "config", "custom", "header", "e", "g", "basic", "auth"]]
yinheli;sshw;[["ssh", "client", "wrapper", "automatic", "login"]]
yutopp;go-rtmp;[["rtmp", "server", "client", "library", "write", "go"]]
