OWNER;NAME;CONTEXTS
SamSaffron;memory;[["memory", "profiler", "ruby"]]
samvera;rubydora;[["rubydora", "low-level", "fedora", "common", "rest", "api", "consumer", "provide", "direct", "access", "rest", "api", "method", "well", "primitive", "ruby", "abstraction"]]
sangster;spirit;[["repo", "improved", "fork", "real", "configuration", "syntax", "update", "bug", "fix", "base", "jazz_hands"], ["spending", "hour", "rail", "console", "spruce", "show", "hard-working", "hand"], ["spirit_hands", "opinionated", "set", "console-related", "gem", "bit", "glue"]]
saucelabs-training;demo-ruby;[["demo", "script", "repository", "allow", "run", "simple", "automated", "test", "order", "validate", "ruby", "test", "environment", "saucelabs.com", "account", "credential"]]
saucelabs;sauce;[["saucewhisk", "provide", "activerecord", "style", "client", "sauce", "labs", "restful", "api", "use_NEG", "sauce_NEG", "gem_NEG", "want_NEG", "nice_NEG", "way_NEG", "interact_NEG", "api_NEG", "give_NEG", "try_NEG"]]
savagegus;ansible-consul;[["consul", "ansible", "role"]]
savonrb;gyoku;[["gyoku", "translates", "ruby", "hash", "xml"]]
SchemaPlus;schema;'[["wrapper", "gem", "longer_NEG", "update_NEG", "please", "use", "individual", "gem", "functionality", "need"], ["schemaplus", "family", "gem", "provide", "various", "extension", "enhancement", "activerecord", "two", "variety"], ["see", "detailed", "documentation", "gem''s", "readme"], ["capability", "wish", "schemaplus", "gem", "open", "issue", "try", "implement", "create", "activerecord", "extension", "easy", "fun", "use", "schemaplus''s", "tool", "schema_monkey", "schema_plus_core"], ["schema_plus", "gem", "v2", "wrapper", "pull", "collection", "gem", "schemaplus", "family", "part", "recommend", "skip", "gem", "directly", "include", "specific", "feature", "gem", "interested", "use"], ["wrapper", "mostly", "provide", "easy", "upgrade", "use", "schema_plus", "v1", "single", "monolothic", "gem", "wrapper", "pull", "gem", "provide", "set", "feature", "automatic", "behavior", "previous", "version"], ["note", "early", "version", "x", "support", "early", "version", "activerecord", "info", "version", "see", "schema_plus", "x", "branch", "readme"], ["schema_plus", "intend", "completely", "backwards-compatible", "drop-in", "replacement", "schemaplus", "x", "restrict", "activerecord", "ruby"], ["find", "incompatibility", "please", "report", "issue"], ["case", "activerecord", "introduce", "feature", "previously", "support", "schemaplus", "use", "different", "name", "schemaplus", "family", "gem", "issue", "deprecation", "warning", "favor", "rail", "form", "complete", "list", "deprecation"]]'
sciyoshi;redmine-slack;[["plugin", "post", "update", "issue", "redmine", "installation", "slack", "channel", "improvement", "welcome", "send", "pull", "request"]]
scoutapp;scout;[["ruby", "gem", "detailed", "rail", "application", "performance", "monitoring", "metric", "transaction", "trace", "report", "scout", "hosted", "application", "monitoring", "service"]]
sds;haml-lint;[["haml-lint", "tool", "help", "keep", "haml", "file", "clean", "readable", "addition", "haml-specific", "style", "lint", "check", "integrate", "rubocop", "bring", "powerful", "static", "analysis", "tool", "haml", "document"], ["run", "haml-lint", "manually", "command", "line", "integrate", "scm", "hook"]]
sds;mock;[["mockredis", "provide", "interface", "redis-rb", "store", "data", "memory", "instead", "talk", "redis", "server", "intend", "use", "test"]]
sds;slim-lint;[["slim-lint", "tool", "help", "keep", "slim", "file", "clean", "readable", "addition", "style", "lint", "check", "integrate", "rubocop", "bring", "powerful", "static", "analysis", "tool", "slim", "template"], ["run", "slim-lint", "manually", "command", "line", "integrate", "scm", "hook"]]
seamusabshere;upsert;[["make", "easy", "upsert", "traditional", "rdbms", "like", "mysql", "postgresql", "sqlite", "3hey", "look", "nosql", "transparently", "create", "re-uses", "store", "procedure", "function", "necessary"], ["pass", "bare-metal", "connection", "database", "like", "mysql", "client", "mysql", "gem", "mri", "java", "orgpostgresqljdbc", "jdbc", "4connection", "jdbc-postgres", "jruby"], ["database", "start", "natively", "support", "sql", "merge", "basically", "upsert", "library", "take", "advantage", "change_NEG", "code_NEG"], ["use_NEG", "insert_NEG", "duplicate_NEG", "key_NEG", "update_NEG", "mysql_NEG", "work_NEG", "careful_NEG", "create_NEG", "unique_NEG", "index_NEG"], ["fast", "emulate", "upsert", "activerecord"], ["support", "mri", "jruby"]]
segmentio;analytics-ruby;'[["analytics-ruby", "ruby", "client", "segment"], ["analytics", "help", "measure", "user", "product", "business", "unlock", "insight", "app''s", "funnel", "core", "business", "metric", "whether", "product-market", "fit"]]'
sensu-plugins;sensu-extensions-influxdb2;'[["note", "run", "sensu-install", "e", "sensu-extensions-influxdb", "install_NEG", "extension_NEG", "project_NEG", "name_NEG", "already_NEG", "exist_NEG", "rubygems.org_NEG", "report", "issue", "make", "sure", "use", "version", "extension", "hint", "check", "version", "number", "log", "order", "install", "extension", "run", "sensu-install", "e", "sensu-extensions-influxdb"], ["extension", "use", "influxdb", "line", "protocol", "http", "send", "metric"], ["since", "sensu", "already", "use", "eventmachine", "ensure", "them-http-request", "gem", "present", "inside", "sensu''s", "embed", "ruby", "them-http-request", "ruby", "gem"], ["default", "extension", "use", "memory", "metric", "cache", "make", "influxdb", "writes", "batch", "cache", "flush", "every", "item", "second", "value", "change", "conf"]]'
seven1m;natalie;[["natalie", "early-stage", "work-in-progress", "ruby", "implementation"], ["provide", "ahead-of-time", "compiler", "use", "c", "gcc", "clang", "backend", "also", "language", "repl", "perform", "incremental", "compilation"], ["much", "work", "leave", "useful", "please", "let", "know", "want", "help"]]
sgruhier;capistrano-db-tasks;[["add", "database", "asset", "task", "capistrano", "rail", "project", "work", "capistrano", "old", "version", "work", "capistrano"], ["command", "mysql", "mysqldump", "pg_dump", "psql", "bzip", "unbzip", "gzip", "must", "path"], ["feel", "free", "fork", "add", "database", "support", "new", "task"]]
shaynekang;omniauth-kakao;[["omniauth", "strategy", "authenticate", "kakao", "use", "need", "sign", "rest", "api", "key", "kakao", "developer", "page", "information", "please", "refer", "create", "new", "application", "page"], ["omniauth", "strategy", "rest", "api"]]
Shopify;active;[["library", "integration", "order", "fulfillment", "service"]]
Shopify;active;[["activeutils", "extract", "commonly", "use", "module", "class", "extract", "active", "merchant", "use", "integration", "library"], ["code", "library", "extract", "activemerchant", "activemerchant", "use_NEG", "library_NEG", "anymore_NEG", "pci", "compliance", "reason", "aim", "keep", "number", "dependency", "activemerchant", "low", "possible", "reason", "many", "class", "module", "mirror", "activemerchant", "e", "g", "activeutils", "connection", "v", "activemerchant", "connection", "make", "change", "library", "may", "want", "mirror", "change", "activemerchant"]]
Shopify;cli-kit;[["cli-kit", "ruby", "command-line", "application", "framework", "primary", "design", "goal"], ["cli-kit", "develop", "heavily", "use", "developer", "infrastructure", "team", "shopify", "use", "build", "number", "internal", "developer", "tool", "along", "cli-ui"]]
Shopify;erb-lint;[["erb-lint", "tool", "help", "lint", "erb", "html", "file", "use", "included", "linters", "write"]]
Shopify;graphql-batch;[["provide", "executor", "graphql", "gem", "allow", "query", "batch"]]
Shopify;graphql-metrics;'[["extract", "much", "detail", "want", "graphql", "query", "serve", "ruby", "app", "graphql", "gem", "compatible", "graphql-batch", "gem", "extract", "batch-loaded", "field", "resolution", "timing"], ["sure", "read", "changelog", "stay", "update", "feature", "addition", "break", "change", "make", "gem"], ["note", "test_NEG", "graphql-ruby''s_NEG", "multiplexing_NEG", "feature_NEG", "metric", "may", "accurate_NEG", "execute_NEG", "multiple_NEG", "operation_NEG"]]'
Shopify;identity;[["opt", "read", "activerecord", "caching", "use", "production", "extract", "shopify", "identitycache", "let", "u", "specify", "want", "cache", "model", "object", "model", "level", "add", "number", "convenience", "method", "access", "object", "cache", "memcached", "use", "backend", "cache", "store", "database", "hit", "copy", "object", "cannot", "find", "memcached"], ["identitycache", "keep", "track", "object", "cache", "index", "use", "after_commit", "hook", "expire", "object", "tree", "change"]]
Shopify;job-iteration;[["meet", "iteration", "extension", "activejob", "make", "job", "interruptible", "resumable", "save", "progress", "job", "make", "aka", "checkpoint", "job"]]
Shopify;liquid-c;[["partial", "native", "implementation", "liquid", "ruby", "gem", "c"]]
Shopify;measured-rails;[["gem", "rails", "integration", "measured", "gem"], ["provide", "activerecord", "adapter", "persist", "retrieve", "measurement", "unit", "model", "validation"]]
Shopify;memcached;[["gem", "include", "two", "memcached", "store"], ["activesupport", "memcached", "store", "wrap", "memcached", "gem", "activesupport", "cache", "store", "could", "use", "inside", "rail"], ["activesupport", "cache", "store", "add", "snappy", "compression", "cost", "make", "incr", "decr", "operation", "unavailable"]]
Shopify;oktakit;[["ruby", "toolkit", "okta", "api"]]
Shopify;packwerk;[["keep", "packwerk", "compatible", "current", "version", "ruby", "rail", "accept", "feature", "request", "rare", "case", "please", "submit", "bug", "fix", "though"], ["sandi", "metz", "practical", "object-oriented", "design", "ruby"], ["packwerk", "ruby", "gem", "use", "enforce", "boundary", "modularize", "rail", "application"], ["packwerk", "use", "combine", "group", "file", "package", "define", "package-level", "constant", "visibility", "e", "publicly", "accessible", "constant", "help", "exist", "codebases", "become", "modular", "without", "obstruct", "development"]]
Shopify;rubocop-sorbet;[["collection", "rubocop", "rule", "sorbet"]]
Shopify;spoom;[["useful", "tool", "sorbet", "enthusiast"]]
Shopify;statsd-instrument;[["ruby", "client", "statsd", "provide", "lightweight", "way", "track", "measure", "metric", "application"], ["call", "statsd", "send", "data", "udp", "socket", "udp", "socket", "fast", "unreliable", "guarantee_NEG", "data_NEG", "ever_NEG", "arrive_NEG", "location_NEG", "word", "fire", "forget", "perfect", "use", "case", "mean", "code", "get_NEG", "bogged_NEG", "try_NEG", "log_NEG", "statistic_NEG", "send", "data", "statsd", "several", "time", "per", "request", "notice_NEG", "performance_NEG", "hit_NEG"], ["information", "statsd", "see", "readme", "statsd", "project"]]
Shopify;tapioca;[["tapioca", "make", "easy", "work", "sorbet", "codebase", "surface", "type", "method", "many", "source", "sorbet", "cannot", "otherwise", "see", "gem", "rail", "dsl", "compile", "rbi", "file", "make", "easy", "add", "gradual", "type", "application"]]
siaw23;kovid;[["look", "consume", "ruby-based", "application", "might", "want", "check", "sarskov", "sarskov", "return", "statistic", "json", "format"], ["kovid", "small", "cli", "app", "fetch", "data", "surround", "coronavirus", "pandemic", "find", "check", "wikipedia", "constantly", "information", "thought", "would", "build", "provide", "info", "directly", "terminal", "u", "spend", "time"], ["code", "contribution", "ideas", "welcome"]]
sickill;rainbow;[["rainbow", "ruby", "gem", "colorize", "print", "text", "ansi", "terminal"], ["provide", "string", "presenter", "object", "add", "several", "method", "string", "wrap", "ansi", "escape", "code", "code", "print", "terminal", "change", "text", "attribute", "like", "text", "color", "background", "color", "intensity", "etc"]]
sirupsen;airrecord;[["airrecord", "alternative", "airtable", "ruby", "libary", "airtable-ruby", "airrecord", "attempt", "enforce", "database-like", "api", "airtable", "however", "also", "ad-hoc", "api", "available", "skip", "class", "definition"], ["add", "line", "gemfile", "use", "airrecord"], ["quick", "example", "give", "idea", "api", "airrecord", "provide"], ["short-hand", "api", "definition", "ad-hoc", "querying", "also", "available"]]
